timestamp,host,label,k,n,rate,m,num_codewords,ebno_db,num_iter,repeat,cpu_latency_s,cpu_throughput_mbps,gpu_latency_s,gpu_throughput_mbps,latency_speedup_cpu_over_gpu,throughput_speedup_gpu_over_cpu
2026-03-04T17:27:49,IS-WiN-PC14,rep2_N20480_I4,512,1024,0.5,4,20480,4.0,4,10,1.9334207258885727,5.423423810242281,0.12760319060180336,82.1747477515802,15.151821179158262,15.151821179158263
2026-03-04T17:28:27,IS-WiN-PC14,rep2_N20480_I6,512,1024,0.5,4,20480,4.0,6,10,2.8678445939905943,3.6563208557298803,0.18961644819937645,55.299843972261904,15.124450548589197,15.124450548589195
2026-03-04T17:29:16,IS-WiN-PC14,rep2_N20480_I8,512,1024,0.5,4,20480,4.0,8,10,3.805309555795975,2.755560315462074,0.2519037620862946,41.626055574382,15.106203751305591,15.106203751305593
2026-03-04T17:30:16,IS-WiN-PC14,rep2_N20480_I10,512,1024,0.5,4,20480,4.0,10,10,4.739880813704803,2.2122412803464737,0.31321191070601345,33.47816491513354,15.13314357369297,15.133143573692967
2026-03-04T17:31:27,IS-WiN-PC14,rep2_N20480_I12,512,1024,0.5,4,20480,4.0,12,10,5.674793332000263,1.847778304254819,0.3756178965093568,27.91602875540515,15.107888587675166,15.107888587675166
2026-03-04T17:32:49,IS-WiN-PC14,rep2_N20480_I14,512,1024,0.5,4,20480,4.0,14,10,6.609397659008391,1.5864925279095978,0.4373101423960179,23.977856865035477,15.113753417187096,15.113753417187095
2026-03-04T17:34:22,IS-WiN-PC14,rep2_N20480_I16,512,1024,0.5,4,20480,4.0,16,10,7.545290733408183,1.3897092067734835,0.49943864459637555,20.99509141603196,15.107542868465767,15.107542868465769
2026-03-04T17:36:06,IS-WiN-PC14,rep2_N20480_I18,512,1024,0.5,4,20480,4.0,18,10,8.485665477998555,1.2357027303500527,0.5598356344969944,18.730068887846574,15.157422920430609,15.157422920430609
2026-03-04T17:38:00,IS-WiN-PC14,rep2_N20480_I20,512,1024,0.5,4,20480,4.0,20,10,9.416299896291457,1.1135754081207356,0.6237026436952874,16.81211408352289,15.097418604003595,15.097418604003595
2026-03-04T17:40:06,IS-WiN-PC14,rep2_N20480_I22,512,1024,0.5,4,20480,4.0,22,10,10.351751559390687,1.0129454846206918,0.685821037995629,15.289353080572646,15.093954524411458,15.093954524411457
2026-03-04T17:40:10,IS-WiN-PC14,rep3_N1_I4,512,1024,0.5,4,1,4.0,4,10,0.0008931678952649236,0.5732404878347481,0.001814449718222022,0.2821792165735562,0.4922527674892739,0.4922527674892739
2026-03-04T17:40:14,IS-WiN-PC14,rep3_N1_I6,512,1024,0.5,4,1,4.0,6,10,0.0011866298038512469,0.4314740775415271,0.0024693320970982312,0.20734351633045345,0.48054686740826913,0.4805468674082691
2026-03-04T17:40:18,IS-WiN-PC14,rep3_N1_I8,512,1024,0.5,4,1,4.0,8,10,0.0016135529847815632,0.31731217061292394,0.0033710438990965487,0.1518817361403148,0.4786508372715054,0.47865083727150537
2026-03-04T17:40:22,IS-WiN-PC14,rep3_N1_I10,512,1024,0.5,4,1,4.0,10,10,0.001758710597641766,0.29112237151839226,0.003562202793546021,0.14373128922576747,0.4937143390118575,0.4937143390118576
2026-03-04T17:40:26,IS-WiN-PC14,rep3_N1_I12,512,1024,0.5,4,1,4.0,12,10,0.0022585995960980655,0.22668913998059959,0.004315603594295681,0.1186392560884777,0.5233565935211145,0.5233565935211145
2026-03-04T17:40:30,IS-WiN-PC14,rep3_N1_I14,512,1024,0.5,4,1,4.0,14,10,0.002392131695523858,0.21403503868873575,0.004956249287351966,0.1033039240593873,0.48264959182509776,0.4826495918250977
2026-03-04T17:40:33,IS-WiN-PC14,rep3_N1_I16,512,1024,0.5,4,1,4.0,16,10,0.002744406298734248,0.18656129751492714,0.005272547295317054,0.0971067628838049,0.5205086166172017,0.5205086166172016
2026-03-04T17:40:37,IS-WiN-PC14,rep3_N1_I18,512,1024,0.5,4,1,4.0,18,10,0.003095416282303631,0.16540586250937658,0.0057126497849822044,0.08962565871725234,0.5418529752061939,0.5418529752061938
2026-03-04T17:40:41,IS-WiN-PC14,rep3_N1_I20,512,1024,0.5,4,1,4.0,20,10,0.00334290680475533,0.15316011779678484,0.006132640689611435,0.08348768922127091,0.5451007117404,0.5451007117403999
2026-03-04T17:40:45,IS-WiN-PC14,rep3_N1_I22,512,1024,0.5,4,1,4.0,22,10,0.0036101256031543017,0.1418233203721905,0.007078790594823659,0.07232873937172238,0.509991862987753,0.509991862987753
