timestamp, utilization.gpu [%], power.draw [W]
2026/03/03 11:02:41.087, 4 %, 11.69 W
2026/03/03 11:02:42.087, 4 %, 10.66 W
2026/03/03 11:02:43.087, 6 %, 10.84 W
2026/03/03 11:02:44.088, 3 %, 11.02 W
2026/03/03 11:02:45.088, 4 %, 10.64 W
2026/03/03 11:02:46.089, 4 %, 10.67 W
2026/03/03 11:02:47.089, 4 %, 10.81 W
2026/03/03 11:02:48.089, 4 %, 10.70 W
2026/03/03 11:02:49.090, 10 %, 11.12 W
2026/03/03 11:02:50.090, 4 %, 10.90 W
2026/03/03 11:02:51.090, 21 %, 11.20 W
2026/03/03 11:02:52.091, 5 %, 11.60 W
2026/03/03 11:02:53.091, 4 %, 10.70 W
2026/03/03 11:02:54.092, 6 %, 8.56 W
2026/03/03 11:02:55.092, 3 %, 8.23 W
2026/03/03 11:02:56.093, 0 %, 10.30 W
2026/03/03 11:02:57.093, 0 %, 10.26 W
2026/03/03 11:02:58.094, 28 %, 10.81 W
2026/03/03 11:02:59.095, 4 %, 11.54 W
2026/03/03 11:03:00.095, 0 %, 11.20 W
2026/03/03 11:03:01.095, 4 %, 11.60 W
2026/03/03 11:03:02.095, 4 %, 11.23 W
2026/03/03 11:03:03.096, 4 %, 10.62 W
2026/03/03 11:03:04.096, 5 %, 11.04 W
2026/03/03 11:03:05.097, 5 %, 10.83 W
2026/03/03 11:03:06.097, 4 %, 10.69 W
2026/03/03 11:03:07.098, 4 %, 10.64 W
2026/03/03 11:03:08.099, 4 %, 10.90 W
2026/03/03 11:03:09.099, 4 %, 10.62 W
2026/03/03 11:03:10.099, 4 %, 10.83 W
2026/03/03 11:03:11.100, 2 %, 10.81 W
2026/03/03 11:03:12.100, 2 %, 10.70 W
2026/03/03 11:03:13.101, 19 %, 11.06 W
2026/03/03 11:03:14.101, 4 %, 11.72 W
2026/03/03 11:03:15.102, 4 %, 10.68 W
2026/03/03 11:03:16.102, 6 %, 8.46 W
2026/03/03 11:03:17.102, 6 %, 7.51 W
2026/03/03 11:03:18.103, 0 %, 10.30 W
2026/03/03 11:03:19.103, 0 %, 10.28 W
2026/03/03 11:03:20.103, 0 %, 10.24 W
2026/03/03 11:03:21.104, 5 %, 12.16 W
2026/03/03 11:03:22.104, 4 %, 11.32 W
2026/03/03 11:03:23.104, 5 %, 11.68 W
2026/03/03 11:03:24.105, 5 %, 11.50 W
2026/03/03 11:03:25.105, 4 %, 10.79 W
2026/03/03 11:03:26.105, 6 %, 11.11 W
2026/03/03 11:03:27.106, 5 %, 10.88 W
2026/03/03 11:03:28.106, 4 %, 10.69 W
2026/03/03 11:03:29.107, 4 %, 10.69 W
2026/03/03 11:03:30.107, 4 %, 10.65 W
2026/03/03 11:03:31.107, 4 %, 10.96 W
2026/03/03 11:03:32.108, 0 %, 10.39 W
2026/03/03 11:03:33.108, 4 %, 11.70 W
2026/03/03 11:03:34.108, 4 %, 10.70 W
2026/03/03 11:03:35.108, 19 %, 11.05 W
2026/03/03 11:03:36.109, 4 %, 11.78 W
2026/03/03 11:03:37.109, 4 %, 10.68 W
2026/03/03 11:03:38.109, 8 %, 8.29 W
2026/03/03 11:03:39.109, 5 %, 5.68 W
2026/03/03 11:03:40.110, 0 %, 9.45 W
2026/03/03 11:03:41.111, 0 %, 10.28 W
2026/03/03 11:03:42.111, 0 %, 10.27 W
2026/03/03 11:03:43.112, 37 %, 11.64 W
2026/03/03 11:03:44.112, 5 %, 11.22 W
2026/03/03 11:03:45.113, 4 %, 11.64 W
2026/03/03 11:03:46.113, 4 %, 11.69 W
2026/03/03 11:03:47.113, 4 %, 11.20 W
2026/03/03 11:03:48.113, 5 %, 10.68 W
2026/03/03 11:03:49.114, 6 %, 10.85 W
2026/03/03 11:03:50.115, 4 %, 10.73 W
2026/03/03 11:03:51.115, 4 %, 10.62 W
2026/03/03 11:03:52.115, 4 %, 10.93 W
2026/03/03 11:03:53.116, 4 %, 10.59 W
2026/03/03 11:03:54.116, 4 %, 10.67 W
2026/03/03 11:03:55.116, 17 %, 11.57 W
2026/03/03 11:03:56.117, 4 %, 10.77 W
2026/03/03 11:03:57.117, 20 %, 11.17 W
2026/03/03 11:03:58.118, 6 %, 11.72 W
2026/03/03 11:03:59.118, 4 %, 10.75 W
2026/03/03 11:04:00.118, 0 %, 10.89 W
2026/03/03 11:04:01.119, 0 %, 10.29 W
2026/03/03 11:04:02.119, 0 %, 10.28 W
2026/03/03 11:04:03.120, 0 %, 10.27 W
2026/03/03 11:04:04.120, 4 %, 12.06 W
2026/03/03 11:04:05.121, 4 %, 11.41 W
2026/03/03 11:04:06.121, 4 %, 11.62 W
2026/03/03 11:04:07.122, 4 %, 11.68 W
2026/03/03 11:04:08.123, 4 %, 11.06 W
2026/03/03 11:04:09.123, 6 %, 10.81 W
2026/03/03 11:04:10.124, 3 %, 10.90 W
2026/03/03 11:04:11.124, 2 %, 10.46 W
2026/03/03 11:04:12.125, 4 %, 10.70 W
2026/03/03 11:04:13.125, 4 %, 10.87 W
2026/03/03 11:04:14.126, 4 %, 10.62 W
2026/03/03 11:04:15.126, 4 %, 10.73 W
2026/03/03 11:04:16.126, 5 %, 11.76 W
2026/03/03 11:04:17.127, 4 %, 10.71 W
2026/03/03 11:04:18.127, 21 %, 11.07 W
2026/03/03 11:04:19.128, 5 %, 11.83 W
2026/03/03 11:04:20.128, 4 %, 10.71 W
2026/03/03 11:04:21.129, 6 %, 8.47 W
2026/03/03 11:04:22.129, 3 %, 7.87 W
2026/03/03 11:04:23.130, 0 %, 10.27 W
2026/03/03 11:04:24.130, 0 %, 10.28 W
2026/03/03 11:04:25.131, 0 %, 10.27 W
2026/03/03 11:04:26.131, 3 %, 11.69 W
2026/03/03 11:04:27.132, 4 %, 11.17 W
2026/03/03 11:04:28.132, 4 %, 11.52 W
2026/03/03 11:04:29.133, 4 %, 11.82 W
2026/03/03 11:04:30.133, 3 %, 11.24 W
2026/03/03 11:04:31.133, 5 %, 10.74 W
2026/03/03 11:04:32.134, 6 %, 10.81 W
2026/03/03 11:04:33.134, 2 %, 10.81 W
2026/03/03 11:04:34.135, 3 %, 10.63 W
2026/03/03 11:04:35.135, 3 %, 10.72 W
2026/03/03 11:04:36.136, 2 %, 10.63 W
2026/03/03 11:04:37.136, 3 %, 10.65 W
2026/03/03 11:04:38.137, 3 %, 10.70 W
2026/03/03 11:04:39.138, 3 %, 10.98 W
2026/03/03 11:04:40.138, 2 %, 11.65 W
2026/03/03 11:04:41.138, 3 %, 10.92 W
2026/03/03 11:04:42.139, 3 %, 11.00 W
2026/03/03 11:04:43.139, 7 %, 11.89 W
2026/03/03 11:04:44.140, 3 %, 10.76 W
2026/03/03 11:04:45.140, 5 %, 8.21 W
2026/03/03 11:04:46.140, 4 %, 5.57 W
2026/03/03 11:04:47.141, 4 %, 5.56 W
2026/03/03 11:04:48.141, 4 %, 5.47 W
2026/03/03 11:04:49.142, 4 %, 5.66 W
2026/03/03 11:04:50.143, 4 %, 5.71 W
2026/03/03 11:04:51.144, 4 %, 5.59 W
2026/03/03 11:04:52.144, 0 %, 9.81 W
2026/03/03 11:04:53.145, 0 %, 10.28 W
2026/03/03 11:04:54.145, 0 %, 10.27 W
2026/03/03 11:04:55.146, 36 %, 11.51 W
2026/03/03 11:04:56.146, 4 %, 11.14 W
2026/03/03 11:04:57.147, 4 %, 11.61 W
2026/03/03 11:04:58.147, 4 %, 11.75 W
2026/03/03 11:04:59.148, 3 %, 11.04 W
2026/03/03 11:05:00.148, 5 %, 10.93 W
2026/03/03 11:05:01.149, 3 %, 11.10 W
2026/03/03 11:05:02.150, 4 %, 10.72 W
2026/03/03 11:05:03.150, 3 %, 10.72 W
2026/03/03 11:05:04.150, 3 %, 10.70 W
2026/03/03 11:05:05.151, 3 %, 10.91 W
2026/03/03 11:05:06.151, 3 %, 10.67 W
2026/03/03 11:05:07.152, 3 %, 10.81 W
2026/03/03 11:05:08.153, 2 %, 11.45 W
2026/03/03 11:05:09.153, 3 %, 10.70 W
2026/03/03 11:05:10.153, 19 %, 11.81 W
2026/03/03 11:05:11.154, 1 %, 10.64 W
2026/03/03 11:05:12.154, 4 %, 8.17 W
2026/03/03 11:05:13.155, 4 %, 5.68 W
2026/03/03 11:05:14.155, 4 %, 9.64 W
2026/03/03 11:05:15.156, 0 %, 10.29 W
2026/03/03 11:05:16.156, 0 %, 10.25 W
2026/03/03 11:05:17.157, 27 %, 10.66 W
2026/03/03 11:05:18.157, 3 %, 11.60 W
2026/03/03 11:05:19.157, 4 %, 11.39 W
2026/03/03 11:05:20.157, 5 %, 11.67 W
2026/03/03 11:05:21.158, 3 %, 11.24 W
2026/03/03 11:05:22.158, 3 %, 10.83 W
2026/03/03 11:05:23.159, 5 %, 11.07 W
2026/03/03 11:05:24.160, 3 %, 10.75 W
2026/03/03 11:05:25.160, 3 %, 10.67 W
2026/03/03 11:05:26.161, 3 %, 10.66 W
2026/03/03 11:05:27.161, 3 %, 10.94 W
2026/03/03 11:05:28.162, 17 %, 11.33 W
2026/03/03 11:05:29.162, 3 %, 11.37 W
2026/03/03 11:05:30.163, 3 %, 10.85 W
2026/03/03 11:05:31.163, 8 %, 11.97 W
2026/03/03 11:05:32.163, 4 %, 10.52 W
2026/03/03 11:05:33.164, 4 %, 8.39 W
2026/03/03 11:05:34.164, 4 %, 5.71 W
2026/03/03 11:05:35.165, 3 %, 8.22 W
2026/03/03 11:05:36.165, 0 %, 10.26 W
2026/03/03 11:05:37.166, 0 %, 10.27 W
2026/03/03 11:05:38.166, 0 %, 10.26 W
2026/03/03 11:05:39.166, 3 %, 12.00 W
2026/03/03 11:05:40.167, 3 %, 11.25 W
2026/03/03 11:05:41.167, 4 %, 11.62 W
2026/03/03 11:05:42.167, 3 %, 11.65 W
2026/03/03 11:05:43.168, 4 %, 10.79 W
2026/03/03 11:05:44.168, 4 %, 10.93 W
2026/03/03 11:05:45.168, 3 %, 10.82 W
2026/03/03 11:05:46.169, 0 %, 10.57 W
2026/03/03 11:05:47.169, 4 %, 10.80 W
2026/03/03 11:05:48.170, 3 %, 10.81 W
2026/03/03 11:05:49.170, 3 %, 10.68 W
2026/03/03 11:05:50.170, 3 %, 10.70 W
2026/03/03 11:05:51.171, 11 %, 11.23 W
2026/03/03 11:05:52.171, 3 %, 10.77 W
2026/03/03 11:05:53.171, 3 %, 10.92 W
2026/03/03 11:05:54.172, 17 %, 11.60 W
2026/03/03 11:05:55.172, 4 %, 11.10 W
2026/03/03 11:05:56.172, 3 %, 8.38 W
2026/03/03 11:05:57.173, 4 %, 5.65 W
2026/03/03 11:05:58.173, 10 %, 6.10 W
2026/03/03 11:05:59.173, 0 %, 10.58 W
2026/03/03 11:06:00.173, 0 %, 10.27 W
2026/03/03 11:06:01.174, 0 %, 10.27 W
2026/03/03 11:06:02.174, 32 %, 11.15 W
2026/03/03 11:06:03.175, 2 %, 11.38 W
2026/03/03 11:06:04.175, 0 %, 11.46 W
2026/03/03 11:06:05.175, 4 %, 11.84 W
2026/03/03 11:06:06.175, 4 %, 10.87 W
2026/03/03 11:06:07.176, 4 %, 10.74 W
2026/03/03 11:06:08.176, 3 %, 11.06 W
2026/03/03 11:06:09.177, 4 %, 10.72 W
2026/03/03 11:06:10.178, 4 %, 10.64 W
2026/03/03 11:06:11.178, 1 %, 10.67 W
2026/03/03 11:06:12.178, 4 %, 10.56 W
2026/03/03 11:06:13.178, 3 %, 10.63 W
2026/03/03 11:06:14.178, 3 %, 10.86 W
2026/03/03 11:06:15.179, 3 %, 10.94 W
2026/03/03 11:06:16.179, 3 %, 10.89 W
2026/03/03 11:06:17.179, 16 %, 10.83 W
2026/03/03 11:06:18.180, 5 %, 11.95 W
2026/03/03 11:06:19.181, 3 %, 10.75 W
2026/03/03 11:06:20.181, 4 %, 8.16 W
2026/03/03 11:06:21.181, 4 %, 5.57 W
2026/03/03 11:06:22.182, 4 %, 5.55 W
2026/03/03 11:06:23.182, 4 %, 5.49 W
2026/03/03 11:06:24.182, 4 %, 5.65 W
2026/03/03 11:06:25.182, 4 %, 5.55 W
2026/03/03 11:06:26.182, 3 %, 8.53 W
2026/03/03 11:06:27.183, 0 %, 10.21 W
2026/03/03 11:06:28.183, 0 %, 10.23 W
2026/03/03 11:06:29.184, 0 %, 10.23 W
2026/03/03 11:06:30.184, 3 %, 11.84 W
2026/03/03 11:06:31.184, 4 %, 11.43 W
2026/03/03 11:06:32.184, 0 %, 11.32 W
2026/03/03 11:06:33.185, 5 %, 11.41 W
2026/03/03 11:06:34.185, 2 %, 11.01 W
2026/03/03 11:06:35.186, 4 %, 10.80 W
2026/03/03 11:06:36.186, 7 %, 10.93 W
2026/03/03 11:06:37.186, 2 %, 10.66 W
2026/03/03 11:06:38.187, 4 %, 10.60 W
2026/03/03 11:06:39.187, 3 %, 10.67 W
2026/03/03 11:06:40.188, 3 %, 10.59 W
2026/03/03 11:06:41.189, 3 %, 10.89 W
2026/03/03 11:06:42.190, 3 %, 10.60 W
2026/03/03 11:06:43.190, 4 %, 10.74 W
2026/03/03 11:06:44.190, 3 %, 10.96 W
2026/03/03 11:06:45.191, 20 %, 11.55 W
2026/03/03 11:06:46.191, 5 %, 11.02 W
2026/03/03 11:06:47.191, 4 %, 8.35 W
2026/03/03 11:06:48.191, 6 %, 5.77 W
2026/03/03 11:06:49.192, 9 %, 5.88 W
2026/03/03 11:06:50.193, 0 %, 10.49 W
2026/03/03 11:06:51.193, 0 %, 10.25 W
2026/03/03 11:06:52.193, 0 %, 10.26 W
2026/03/03 11:06:53.194, 28 %, 10.50 W
2026/03/03 11:06:54.194, 3 %, 11.69 W
2026/03/03 11:06:55.194, 4 %, 11.42 W
2026/03/03 11:06:56.195, 4 %, 11.64 W
2026/03/03 11:06:57.195, 3 %, 11.26 W
2026/03/03 11:06:58.195, 3 %, 10.86 W
2026/03/03 11:06:59.195, 4 %, 10.97 W
2026/03/03 11:07:00.196, 3 %, 10.73 W
2026/03/03 11:07:01.196, 3 %, 10.70 W
2026/03/03 11:07:02.197, 3 %, 10.65 W
2026/03/03 11:07:03.197, 3 %, 10.93 W
2026/03/03 11:07:04.198, 3 %, 10.67 W
2026/03/03 11:07:05.198, 4 %, 10.80 W
2026/03/03 11:07:06.199, 2 %, 11.02 W
2026/03/03 11:07:07.199, 2 %, 10.95 W
2026/03/03 11:07:08.199, 18 %, 11.38 W
2026/03/03 11:07:09.200, 4 %, 11.33 W
2026/03/03 11:07:10.200, 3 %, 10.70 W
2026/03/03 11:07:11.200, 1 %, 7.74 W
2026/03/03 11:07:12.201, 3 %, 8.33 W
2026/03/03 11:07:13.201, 0 %, 10.27 W
2026/03/03 11:07:14.201, 0 %, 10.26 W
2026/03/03 11:07:15.201, 0 %, 10.25 W
2026/03/03 11:07:16.202, 3 %, 11.85 W
2026/03/03 11:07:17.202, 4 %, 11.17 W
2026/03/03 11:07:18.202, 4 %, 11.62 W
2026/03/03 11:07:19.203, 3 %, 11.74 W
2026/03/03 11:07:20.204, 3 %, 11.10 W
2026/03/03 11:07:21.204, 3 %, 10.81 W
2026/03/03 11:07:22.205, 2 %, 10.88 W
2026/03/03 11:07:23.205, 3 %, 10.73 W
2026/03/03 11:07:24.206, 3 %, 10.98 W
2026/03/03 11:07:25.206, 3 %, 10.61 W
2026/03/03 11:07:26.207, 3 %, 10.63 W
2026/03/03 11:07:27.207, 3 %, 10.87 W
2026/03/03 11:07:28.208, 3 %, 11.09 W
2026/03/03 11:07:29.208, 3 %, 10.99 W
2026/03/03 11:07:30.209, 18 %, 11.79 W
2026/03/03 11:07:31.210, 3 %, 10.94 W
2026/03/03 11:07:32.211, 6 %, 8.00 W
2026/03/03 11:07:33.211, 4 %, 6.04 W
2026/03/03 11:07:34.212, 4 %, 5.82 W
2026/03/03 11:07:35.212, 4 %, 6.37 W
2026/03/03 11:07:36.213, 0 %, 10.43 W
2026/03/03 11:07:37.213, 0 %, 10.25 W
2026/03/03 11:07:38.214, 0 %, 10.26 W
2026/03/03 11:07:39.214, 29 %, 11.06 W
2026/03/03 11:07:40.215, 4 %, 11.41 W
2026/03/03 11:07:41.215, 4 %, 11.71 W
2026/03/03 11:07:42.216, 4 %, 11.77 W
2026/03/03 11:07:43.216, 3 %, 11.64 W
2026/03/03 11:07:44.217, 3 %, 10.72 W
2026/03/03 11:07:45.217, 4 %, 10.81 W
2026/03/03 11:07:46.217, 3 %, 10.85 W
2026/03/03 11:07:47.218, 3 %, 10.69 W
2026/03/03 11:07:48.219, 2 %, 10.66 W
2026/03/03 11:07:49.219, 3 %, 10.94 W
2026/03/03 11:07:50.220, 3 %, 10.76 W
2026/03/03 11:07:51.220, 9 %, 11.64 W
2026/03/03 11:07:52.221, 4 %, 10.75 W
2026/03/03 11:07:53.221, 18 %, 11.46 W
2026/03/03 11:07:54.222, 4 %, 11.13 W
2026/03/03 11:07:55.223, 5 %, 8.46 W
2026/03/03 11:07:56.223, 4 %, 5.65 W
2026/03/03 11:07:57.224, 4 %, 9.55 W
2026/03/03 11:07:58.224, 0 %, 10.31 W
2026/03/03 11:07:59.225, 0 %, 10.30 W
2026/03/03 11:08:00.225, 3 %, 10.36 W
2026/03/03 11:08:01.225, 3 %, 11.86 W
2026/03/03 11:08:02.226, 4 %, 11.58 W
2026/03/03 11:08:03.226, 4 %, 11.73 W
2026/03/03 11:08:04.226, 3 %, 11.23 W
2026/03/03 11:08:05.227, 3 %, 10.88 W
2026/03/03 11:08:06.227, 6 %, 11.27 W
2026/03/03 11:08:07.228, 3 %, 10.80 W
2026/03/03 11:08:08.229, 3 %, 10.69 W
2026/03/03 11:08:09.229, 3 %, 10.70 W
2026/03/03 11:08:10.229, 3 %, 10.61 W
2026/03/03 11:08:11.229, 1 %, 10.69 W
2026/03/03 11:08:12.229, 3 %, 10.53 W
2026/03/03 11:08:13.230, 3 %, 10.91 W
2026/03/03 11:08:14.230, 3 %, 11.40 W
2026/03/03 11:08:15.231, 3 %, 10.85 W
2026/03/03 11:08:16.231, 8 %, 11.99 W
2026/03/03 11:08:17.231, 3 %, 10.70 W
2026/03/03 11:08:18.232, 3 %, 8.18 W
2026/03/03 11:08:19.232, 5 %, 5.66 W
2026/03/03 11:08:20.232, 0 %, 9.67 W
2026/03/03 11:08:21.232, 0 %, 10.28 W
2026/03/03 11:08:22.233, 0 %, 10.31 W
2026/03/03 11:08:23.233, 31 %, 11.66 W
2026/03/03 11:08:24.233, 3 %, 11.14 W
2026/03/03 11:08:25.234, 5 %, 11.80 W
2026/03/03 11:08:26.234, 4 %, 11.72 W
2026/03/03 11:08:27.235, 4 %, 11.06 W
2026/03/03 11:08:28.235, 3 %, 11.05 W
2026/03/03 11:08:29.236, 3 %, 10.83 W
2026/03/03 11:08:30.237, 3 %, 10.66 W
2026/03/03 11:08:31.237, 3 %, 10.73 W
2026/03/03 11:08:32.238, 0 %, 10.30 W
2026/03/03 11:08:33.238, 6 %, 10.90 W
2026/03/03 11:08:34.238, 2 %, 11.78 W
2026/03/03 11:08:35.238, 15 %, 10.94 W
2026/03/03 11:08:36.239, 4 %, 11.92 W
2026/03/03 11:08:37.239, 3 %, 10.79 W
2026/03/03 11:08:38.240, 4 %, 8.29 W
2026/03/03 11:08:39.240, 1 %, 7.91 W
2026/03/03 11:08:40.240, 0 %, 10.33 W
2026/03/03 11:08:41.240, 0 %, 10.32 W
2026/03/03 11:08:42.241, 0 %, 10.32 W
2026/03/03 11:08:43.241, 3 %, 11.78 W
2026/03/03 11:08:44.241, 3 %, 11.24 W
2026/03/03 11:08:45.241, 4 %, 11.80 W
2026/03/03 11:08:46.242, 3 %, 11.57 W
2026/03/03 11:08:47.242, 3 %, 10.92 W
2026/03/03 11:08:48.242, 4 %, 11.12 W
2026/03/03 11:08:49.243, 3 %, 10.84 W
2026/03/03 11:08:50.243, 3 %, 10.85 W
2026/03/03 11:08:51.244, 3 %, 10.88 W
2026/03/03 11:08:52.244, 3 %, 10.72 W
2026/03/03 11:08:53.245, 2 %, 10.97 W
2026/03/03 11:08:54.245, 3 %, 11.40 W
2026/03/03 11:08:55.246, 3 %, 11.05 W
2026/03/03 11:08:56.247, 17 %, 11.67 W
2026/03/03 11:08:57.247, 4 %, 11.01 W
2026/03/03 11:08:58.248, 3 %, 8.27 W
2026/03/03 11:08:59.249, 4 %, 5.73 W
2026/03/03 11:09:00.249, 4 %, 5.67 W
2026/03/03 11:09:01.250, 4 %, 5.76 W
2026/03/03 11:09:02.250, 8 %, 6.12 W
2026/03/03 11:09:03.250, 0 %, 10.58 W
2026/03/03 11:09:04.250, 0 %, 10.29 W
2026/03/03 11:09:05.250, 0 %, 10.28 W
2026/03/03 11:09:06.251, 40 %, 10.88 W
2026/03/03 11:09:07.251, 4 %, 11.69 W
2026/03/03 11:09:08.251, 5 %, 11.64 W
2026/03/03 11:09:09.251, 4 %, 11.63 W
2026/03/03 11:09:10.251, 4 %, 11.69 W
2026/03/03 11:09:11.252, 1 %, 10.62 W
2026/03/03 11:09:12.252, 4 %, 10.80 W
2026/03/03 11:09:13.253, 5 %, 10.99 W
2026/03/03 11:09:14.253, 3 %, 10.67 W
2026/03/03 11:09:15.253, 3 %, 10.68 W
2026/03/03 11:09:16.254, 3 %, 10.95 W
2026/03/03 11:09:17.254, 3 %, 10.65 W
2026/03/03 11:09:18.255, 2 %, 10.69 W
2026/03/03 11:09:19.255, 3 %, 10.82 W
2026/03/03 11:09:20.255, 3 %, 11.58 W
2026/03/03 11:09:21.255, 2 %, 10.79 W
2026/03/03 11:09:22.256, 23 %, 11.87 W
2026/03/03 11:09:23.256, 3 %, 10.94 W
2026/03/03 11:09:24.257, 5 %, 8.27 W
2026/03/03 11:09:25.257, 4 %, 5.59 W
2026/03/03 11:09:26.257, 4 %, 8.68 W
2026/03/03 11:09:27.258, 0 %, 10.30 W
2026/03/03 11:09:28.258, 0 %, 10.30 W
2026/03/03 11:09:29.258, 29 %, 10.79 W
2026/03/03 11:09:30.259, 3 %, 11.67 W
2026/03/03 11:09:31.259, 0 %, 11.14 W
2026/03/03 11:09:32.259, 0 %, 11.35 W
2026/03/03 11:09:33.259, 0 %, 10.94 W
2026/03/03 11:09:34.259, 6 %, 11.00 W
2026/03/03 11:09:35.260, 4 %, 10.83 W
2026/03/03 11:09:36.261, 3 %, 10.86 W
2026/03/03 11:09:37.261, 3 %, 10.75 W
2026/03/03 11:09:38.262, 3 %, 10.90 W
2026/03/03 11:09:39.262, 3 %, 10.74 W
2026/03/03 11:09:40.263, 3 %, 10.72 W
2026/03/03 11:09:41.263, 3 %, 10.84 W
2026/03/03 11:09:42.264, 3 %, 10.94 W
2026/03/03 11:09:43.264, 3 %, 10.89 W
2026/03/03 11:09:44.264, 17 %, 11.65 W
2026/03/03 11:09:45.264, 4 %, 11.11 W
2026/03/03 11:09:46.265, 4 %, 8.33 W
2026/03/03 11:09:47.265, 4 %, 5.61 W
2026/03/03 11:09:48.266, 5 %, 5.64 W
2026/03/03 11:09:49.266, 3 %, 9.80 W
2026/03/03 11:09:50.267, 0 %, 10.29 W
2026/03/03 11:09:51.268, 0 %, 10.29 W
2026/03/03 11:09:52.268, 15 %, 10.48 W
2026/03/03 11:09:53.268, 3 %, 11.82 W
2026/03/03 11:09:54.268, 5 %, 11.57 W
2026/03/03 11:09:55.268, 5 %, 11.70 W
2026/03/03 11:09:56.269, 4 %, 11.71 W
2026/03/03 11:09:57.269, 3 %, 10.98 W
2026/03/03 11:09:58.269, 3 %, 10.91 W
2026/03/03 11:09:59.269, 3 %, 10.93 W
2026/03/03 11:10:00.270, 3 %, 10.87 W
2026/03/03 11:10:01.270, 3 %, 10.66 W
2026/03/03 11:10:02.271, 3 %, 10.67 W
2026/03/03 11:10:03.272, 2 %, 10.69 W
2026/03/03 11:10:04.272, 3 %, 10.91 W
2026/03/03 11:10:05.272, 3 %, 10.66 W
2026/03/03 11:10:06.273, 2 %, 10.82 W
2026/03/03 11:10:07.273, 3 %, 10.92 W
2026/03/03 11:10:08.273, 17 %, 11.53 W
2026/03/03 11:10:09.274, 5 %, 11.14 W
2026/03/03 11:10:10.274, 4 %, 8.39 W
2026/03/03 11:10:11.274, 1 %, 5.18 W
2026/03/03 11:10:12.275, 3 %, 8.94 W
2026/03/03 11:10:13.275, 0 %, 10.31 W
2026/03/03 11:10:14.275, 0 %, 10.30 W
2026/03/03 11:10:15.275, 29 %, 11.02 W
2026/03/03 11:10:16.276, 2 %, 11.53 W
2026/03/03 11:10:17.276, 0 %, 11.40 W
2026/03/03 11:10:18.278, 4 %, 11.64 W
2026/03/03 11:10:19.279, 3 %, 10.92 W
2026/03/03 11:10:20.280, 4 %, 10.81 W
2026/03/03 11:10:21.280, 4 %, 11.21 W
2026/03/03 11:10:22.281, 2 %, 10.78 W
2026/03/03 11:10:23.281, 3 %, 10.81 W
2026/03/03 11:10:24.282, 3 %, 10.74 W
2026/03/03 11:10:25.282, 2 %, 10.69 W
2026/03/03 11:10:26.282, 3 %, 11.01 W
2026/03/03 11:10:27.282, 5 %, 11.06 W
2026/03/03 11:10:28.282, 3 %, 11.37 W
2026/03/03 11:10:29.283, 18 %, 11.07 W
2026/03/03 11:10:30.283, 3 %, 11.84 W
2026/03/03 11:10:31.284, 3 %, 10.81 W
2026/03/03 11:10:32.284, 5 %, 8.33 W
2026/03/03 11:10:33.285, 0 %, 4.76 W
2026/03/03 11:10:34.285, 4 %, 8.43 W
2026/03/03 11:10:35.286, 0 %, 10.30 W
2026/03/03 11:10:36.287, 0 %, 10.29 W
2026/03/03 11:10:37.287, 0 %, 10.29 W
2026/03/03 11:10:38.287, 3 %, 11.82 W
2026/03/03 11:10:39.288, 2 %, 11.38 W
2026/03/03 11:10:40.288, 4 %, 11.78 W
2026/03/03 11:10:41.289, 4 %, 11.74 W
2026/03/03 11:10:42.289, 3 %, 11.05 W
2026/03/03 11:10:43.290, 4 %, 10.94 W
2026/03/03 11:10:44.290, 5 %, 10.92 W
2026/03/03 11:10:45.290, 2 %, 10.72 W
2026/03/03 11:10:46.290, 3 %, 10.92 W
2026/03/03 11:10:47.290, 3 %, 10.71 W
2026/03/03 11:10:48.291, 2 %, 10.65 W
2026/03/03 11:10:49.291, 3 %, 10.90 W
2026/03/03 11:10:50.291, 2 %, 11.33 W
2026/03/03 11:10:51.291, 2 %, 10.83 W
2026/03/03 11:10:52.291, 14 %, 11.93 W
2026/03/03 11:10:53.292, 3 %, 10.93 W
2026/03/03 11:10:54.292, 3 %, 8.22 W
2026/03/03 11:10:55.292, 6 %, 7.54 W
2026/03/03 11:10:56.293, 0 %, 10.33 W
2026/03/03 11:10:57.293, 0 %, 10.32 W
2026/03/03 11:10:58.293, 11 %, 10.48 W
2026/03/03 11:10:59.293, 3 %, 12.13 W
2026/03/03 11:11:00.294, 5 %, 11.61 W
2026/03/03 11:11:01.294, 4 %, 11.79 W
2026/03/03 11:11:02.295, 3 %, 11.59 W
2026/03/03 11:11:03.295, 4 %, 10.79 W
2026/03/03 11:11:04.295, 2 %, 11.02 W
2026/03/03 11:11:05.296, 2 %, 10.83 W
2026/03/03 11:11:06.296, 3 %, 10.71 W
2026/03/03 11:11:07.297, 3 %, 11.00 W
2026/03/03 11:11:08.297, 3 %, 10.69 W
2026/03/03 11:11:09.298, 3 %, 10.74 W
2026/03/03 11:11:10.298, 2 %, 10.69 W
2026/03/03 11:11:11.298, 1 %, 10.82 W
2026/03/03 11:11:12.299, 3 %, 11.30 W
2026/03/03 11:11:13.299, 3 %, 10.85 W
2026/03/03 11:11:14.299, 6 %, 11.98 W
2026/03/03 11:11:15.299, 3 %, 10.76 W
2026/03/03 11:11:16.300, 5 %, 8.31 W
2026/03/03 11:11:17.300, 3 %, 7.78 W
